Date,Contest number,Word,Number of  reported results,Number in hard mode,1 try,2 tries,3 tries,4 tries,5 tries,6 tries,7 or more tries (X),year,month,day,day_of_week,day_name,week_of_year,day_of_year,quarter,is_weekend,is_first_day,is_last_day,season,school_period,is_school_day,days_since_start,is_holiday,holiday_name,is_major_holiday,days_from_holiday,trend,residuals,residuals_pct,yesterday_raw,yesterday_residual,change_from_yesterday,residual_change,residual_lag_2,past_2day_avg_residual,residual_lag_3,past_3day_avg_residual,residual_lag_7,past_7day_avg_residual,month_name
2022-06-30,376,hutch,44212,3758,0,1,12,28,28,21,9,2022,6,30,3,Thursday,26,181,2,False,False,True,Summer,Summer Break,False,174,False,,False,,46907,-2695,-5.745411132666766,45645.0,-1696.0,-1433.0,-999.0,-476.0,-1086.0,-261.0,-811.0,2922.0,5.285714285714286,June
2022-07-01,377,pinto,47248,3792,0,5,25,41,22,6,1,2022,7,1,4,Friday,26,182,3,False,True,False,Summer,Summer Break,False,175,False,,False,,46487,761,1.6370168003958094,44212.0,-2695.0,3036.0,3456.0,-1696.0,-2195.5,-476.0,-1622.3333333333333,927.0,-797.1428571428571,July
2022-07-02,378,egret,41765,3515,0,3,14,33,33,15,2,2022,7,2,5,Saturday,26,183,3,True,False,False,Summer,Summer Break,False,176,False,,False,-2.0,46081,-4316,-9.366116186714699,47248.0,761.0,-5483.0,-5077.0,-2695.0,-967.0,-1696.0,-1210.0,-3111.0,-820.8571428571429,July
2022-07-03,379,lilac,40486,3461,0,2,17,38,29,12,1,2022,7,3,6,Sunday,26,184,3,True,False,False,Summer,Summer Break,False,177,False,,False,-1.0,45688,-5202,-11.38592190509543,41765.0,-4316.0,-1279.0,-886.0,761.0,-1777.5,-2695.0,-2083.3333333333335,1732.0,-993.0,July
2022-07-04,380,sever,42645,3591,0,2,13,27,29,21,7,2022,7,4,0,Monday,27,185,3,False,False,False,Summer,Summer Break,False,178,True,Independence Day,True,0.0,45310,-2665,-5.88170381814169,40486.0,-5202.0,2159.0,2537.0,-4316.0,-4759.0,761.0,-2919.0,-261.0,-1983.5714285714287,July
2022-07-05,381,field,44578,3604,1,6,25,36,23,9,1,2022,7,5,1,Tuesday,27,186,3,False,False,False,Summer,Summer Break,False,179,False,,False,1.0,44945,-367,-0.8165535654689065,42645.0,-2665.0,1933.0,2298.0,-5202.0,-3933.5,-4316.0,-4061.0,-476.0,-2327.0,July
2022-07-06,382,fluff,47344,4049,0,0,4,25,44,23,4,2022,7,6,2,Wednesday,27,187,3,False,False,False,Summer,Summer Break,False,180,False,,False,2.0,44592,2752,6.171510584858271,44578.0,-367.0,2766.0,3119.0,-2665.0,-1516.0,-5202.0,-2744.6666666666665,-1696.0,-2311.4285714285716,July
2022-07-07,383,agape,43407,3671,0,2,18,36,27,15,3,2022,7,7,3,Thursday,27,188,3,False,False,False,Summer,Summer Break,False,181,False,,False,,44253,-846,-1.9117347976408379,47344.0,2752.0,-3937.0,-3598.0,-367.0,1192.5,-2665.0,-93.33333333333333,-2695.0,-1676.0,July
2022-07-08,384,voice,42806,3484,1,5,24,35,25,9,1,2022,7,8,4,Friday,27,189,3,False,False,False,Summer,Summer Break,False,182,False,,False,,43924,-1118,-2.545305527729715,43407.0,-846.0,-601.0,-272.0,2752.0,953.0,-367.0,513.0,761.0,-1411.857142857143,July
2022-07-09,385,stead,47094,3933,1,6,20,27,28,16,3,2022,7,9,5,Saturday,27,190,3,True,False,False,Summer,Summer Break,False,183,False,,False,,43607,3487,7.996422592703007,42806.0,-1118.0,4288.0,4605.0,-846.0,-982.0,2752.0,262.6666666666667,-4316.0,-1680.2857142857142,July
2022-07-10,386,berth,41785,3494,0,7,24,35,24,9,1,2022,7,10,6,Sunday,27,191,3,True,False,False,Summer,Summer Break,False,184,False,,False,,43299,-1514,-3.4966165500357977,47094.0,3487.0,-5309.0,-5001.0,-1118.0,1184.5,-846.0,507.6666666666667,-5202.0,-565.5714285714286,July
2022-07-11,387,madam,40545,3430,0,3,13,35,34,14,2,2022,7,11,0,Monday,28,192,3,False,False,False,Summer,Summer Break,False,185,False,,False,,43000,-2455,-5.709302325581396,41785.0,-1514.0,-1240.0,-941.0,3487.0,986.5,-1118.0,285.0,-2665.0,-38.714285714285715,July
2022-07-12,388,night,46910,3870,1,8,27,27,17,13,7,2022,7,12,1,Tuesday,28,193,3,False,False,False,Summer,Summer Break,False,186,False,,False,,42709,4201,9.836334262099324,40545.0,-2455.0,6365.0,6656.0,-1514.0,-1984.5,3487.0,-160.66666666666666,-367.0,-8.714285714285714,July
2022-07-13,389,bland,46246,3727,0,7,31,38,18,4,0,2022,7,13,2,Wednesday,28,194,3,False,False,False,Summer,Summer Break,False,187,False,,False,,42425,3821,9.006482027106658,46910.0,4201.0,-664.0,-380.0,-2455.0,873.0,-1514.0,77.33333333333333,2752.0,643.8571428571429,July
2022-07-14,390,liver,40549,3388,0,4,16,26,25,20,8,2022,7,14,3,Thursday,28,195,3,False,False,False,Summer,Summer Break,False,188,False,,False,,42148,-1599,-3.7937743190661477,46246.0,3821.0,-5697.0,-5420.0,4201.0,4011.0,-2455.0,1855.6666666666667,-846.0,796.5714285714286,July
2022-07-15,391,wedge,39234,3353,0,2,11,32,37,17,2,2022,7,15,4,Friday,28,196,3,False,False,False,Summer,Summer Break,False,189,False,,False,,41877,-2643,-6.311340353893545,40549.0,-1599.0,-1315.0,-1044.0,3821.0,1111.0,4201.0,2141.0,-1118.0,689.0,July
2022-07-16,392,roomy,38769,3280,0,2,17,41,28,10,2,2022,7,16,5,Saturday,28,197,3,True,False,False,Summer,Summer Break,False,190,False,,False,,41611,-2842,-6.829924779505419,39234.0,-2643.0,-465.0,-199.0,-1599.0,-2121.0,3821.0,-140.33333333333334,3487.0,471.14285714285717,July
2022-07-17,393,wacky,39611,3345,0,3,18,39,27,10,2,2022,7,17,6,Sunday,28,198,3,True,False,False,Summer,Summer Break,False,191,False,,False,,41350,-1739,-4.205562273276905,38769.0,-2842.0,842.0,1103.0,-2643.0,-2742.5,-1599.0,-2361.3333333333335,-1514.0,-433.0,July
2022-07-18,394,flock,42574,3548,0,4,22,37,27,9,1,2022,7,18,0,Monday,29,199,3,False,False,False,Summer,Summer Break,False,192,False,,False,,41094,1480,3.6014990022874387,39611.0,-1739.0,2963.0,3219.0,-2842.0,-2290.5,-2643.0,-2408.0,-2455.0,-465.14285714285717,July
2022-07-19,395,angry,39667,3358,0,5,27,38,21,7,1,2022,7,19,1,Tuesday,29,200,3,False,False,False,Summer,Summer Break,False,193,False,,False,,40842,-1175,-2.8769404044855786,42574.0,1480.0,-2907.0,-2655.0,-1739.0,-129.5,-2842.0,-1033.6666666666667,4201.0,97.0,July
2022-07-20,396,trite,42237,3685,0,4,14,22,22,23,15,2022,7,20,2,Wednesday,29,201,3,False,False,False,Summer,Summer Break,False,194,False,,False,,40595,1642,4.044833107525558,39667.0,-1175.0,2570.0,2817.0,1480.0,152.5,-1739.0,-478.0,3821.0,-671.0,July
2022-07-21,397,aphid,39086,3367,0,6,24,36,23,9,2,2022,7,21,3,Thursday,29,202,3,False,False,False,Summer,Summer Break,False,195,False,,False,,40351,-1265,-3.134990458724691,42237.0,1642.0,-3151.0,-2907.0,-1175.0,233.5,1480.0,649.0,-1599.0,-982.2857142857143,July
2022-07-22,398,tryst,43099,3665,0,3,26,41,23,6,1,2022,7,22,4,Friday,29,203,3,False,False,False,Summer,Summer Break,False,196,False,,False,,40112,2987,7.446649381731153,39086.0,-1265.0,4013.0,4252.0,1642.0,188.5,-1175.0,-266.0,-2643.0,-934.5714285714286,July
2022-07-23,399,midge,36769,3111,0,2,18,39,28,10,2,2022,7,23,5,Saturday,29,204,3,True,False,False,Summer,Summer Break,False,197,False,,False,,39876,-3107,-7.791654127796169,43099.0,2987.0,-6330.0,-6094.0,-1265.0,861.0,1642.0,1121.3333333333333,-2842.0,-130.28571428571428,July
2022-07-24,400,power,39813,3401,2,6,19,29,24,15,4,2022,7,24,6,Sunday,29,205,3,True,False,False,Summer,Summer Break,False,198,False,,False,,39644,169,0.4262940167490667,36769.0,-3107.0,3044.0,3276.0,2987.0,-60.0,-1265.0,-461.6666666666667,-1739.0,-168.14285714285714,July
2022-07-25,401,elope,39228,3339,0,4,22,32,26,13,2,2022,7,25,0,Monday,30,206,3,False,False,False,Summer,Summer Break,False,199,False,,False,,39416,-188,-0.4769636695758068,39813.0,169.0,-585.0,-357.0,-3107.0,-1469.0,2987.0,16.333333333333332,1480.0,104.42857142857143,July
2022-07-26,402,cinch,39171,3507,0,2,15,24,22,25,13,2022,7,26,1,Tuesday,30,207,3,False,False,False,Summer,Summer Break,False,200,False,,False,,39192,-21,-0.053582363747703615,39228.0,-188.0,-57.0,167.0,169.0,-9.5,-3107.0,-1042.0,-1175.0,-133.85714285714286,July
2022-07-27,403,motto,38384,3285,0,1,11,36,36,14,1,2022,7,27,2,Wednesday,30,208,3,False,False,False,Summer,Summer Break,False,201,False,,False,,38971,-587,-1.5062482358676965,39171.0,-21.0,-787.0,-566.0,-188.0,-104.5,169.0,-13.333333333333334,1642.0,31.0,July
2022-07-28,404,stomp,40650,3490,0,7,26,32,21,11,2,2022,7,28,3,Thursday,30,209,3,False,False,False,Summer,Summer Break,False,202,False,,False,,38755,1895,4.889691652689975,38384.0,-587.0,2266.0,2482.0,-21.0,-304.0,-188.0,-265.3333333333333,-1265.0,-287.42857142857144,July
2022-07-29,405,upset,37791,3213,0,5,30,38,20,6,1,2022,7,29,4,Friday,30,210,3,False,False,False,Summer,Summer Break,False,203,False,,False,,38542,-751,-1.9485236884437755,40650.0,1895.0,-2859.0,-2646.0,-587.0,654.0,-21.0,429.0,2987.0,164.0,July
2022-07-30,406,bluff,37353,3171,0,2,14,42,31,10,1,2022,7,30,5,Saturday,30,211,3,True,False,False,Summer,Summer Break,False,204,False,,False,,38334,-981,-2.559085928940366,37791.0,-751.0,-438.0,-230.0,1895.0,572.0,-587.0,185.66666666666666,-3107.0,-370.0,July
2022-07-31,407,cramp,39250,3369,1,8,26,33,19,10,2,2022,7,31,6,Sunday,30,212,3,True,False,True,Summer,Summer Break,False,205,False,,False,,38129,1121,2.9400194077998374,37353.0,-981.0,1897.0,2102.0,-751.0,-866.0,1895.0,54.333333333333336,169.0,-66.28571428571429,July
2022-08-01,408,quart,36662,3303,0,5,20,33,27,13,2,2022,8,1,0,Monday,31,213,3,False,True,False,Summer,Summer Break,False,206,False,,False,,37928,-1266,-3.3379033959080364,39250.0,1121.0,-2588.0,-2387.0,-981.0,70.0,-751.0,-203.66666666666666,-188.0,69.71428571428571,August
2022-08-02,409,coyly,34909,3380,0,0,4,17,28,35,15,2022,8,2,1,Tuesday,31,214,3,False,False,False,Summer,Summer Break,False,207,False,,False,,37731,-2822,-7.479261085049428,36662.0,-1266.0,-1753.0,-1556.0,1121.0,-72.5,-981.0,-375.3333333333333,-21.0,-84.28571428571429,August
2022-08-03,410,youth,38381,3327,1,5,17,31,29,15,3,2022,8,3,2,Wednesday,31,215,3,False,False,False,Summer,Summer Break,False,208,False,,False,,37539,842,2.2430006126961293,34909.0,-2822.0,3472.0,3664.0,-1266.0,-2044.0,1121.0,-989.0,-587.0,-484.42857142857144,August
2022-08-04,411,rhyme,37229,3336,0,4,22,39,25,8,1,2022,8,4,3,Thursday,31,216,3,False,False,False,Summer,Summer Break,False,209,False,,False,,37350,-121,-0.3239625167336011,38381.0,842.0,-1152.0,-963.0,-2822.0,-990.0,-1266.0,-1082.0,1895.0,-280.2857142857143,August
2022-08-05,412,buggy,37350,3428,0,1,9,29,34,22,5,2022,8,5,4,Friday,31,217,3,False,False,False,Summer,Summer Break,False,210,False,,False,,37166,184,0.49507614486358503,37229.0,-121.0,121.0,305.0,842.0,360.5,-2822.0,-700.3333333333334,-751.0,-568.2857142857143,August
2022-08-06,413,alien,38841,3395,3,17,31,29,15,4,0,2022,8,6,5,Saturday,31,218,3,True,False,False,Summer,Summer Break,False,211,False,,False,,36985,1856,5.018250642152224,37350.0,184.0,1491.0,1672.0,-121.0,31.5,842.0,301.6666666666667,-981.0,-434.7142857142857,August
2022-08-07,414,smear,36223,3190,0,2,16,39,29,12,2,2022,8,7,6,Sunday,31,219,3,True,False,False,Summer,Summer Break,False,212,False,,False,,36809,-586,-1.592001956043359,38841.0,1856.0,-2618.0,-2442.0,184.0,1020.0,-121.0,639.6666666666666,1121.0,-29.428571428571427,August
2022-08-08,415,unfit,35516,3187,0,3,24,38,25,9,1,2022,8,8,0,Monday,32,220,3,False,False,False,Summer,Summer Break,False,213,False,,False,,36637,-1121,-3.059748341840216,36223.0,-586.0,-707.0,-535.0,1856.0,635.0,184.0,484.6666666666667,-1266.0,-273.2857142857143,August
2022-08-09,416,patty,36223,3019,0,2,16,39,29,12,1,2022,8,9,1,Tuesday,32,221,3,False,False,False,Summer,Summer Break,False,214,False,,False,,36469,-246,-0.6745455044009981,35516.0,-1121.0,707.0,875.0,-586.0,-853.5,1856.0,49.666666666666664,-2822.0,-252.57142857142858,August
2022-08-10,417,cling,37654,3312,0,4,20,34,27,13,2,2022,8,10,2,Wednesday,32,222,3,False,False,False,Summer,Summer Break,False,215,False,,False,,36305,1349,3.7157416333838316,36223.0,-246.0,1431.0,1595.0,-1121.0,-683.5,-586.0,-651.0,842.0,115.42857142857143,August
2022-08-11,418,glean,37301,3243,0,6,23,37,24,8,1,2022,8,11,3,Thursday,32,223,3,False,False,False,Summer,Summer Break,False,216,False,,False,,36144,1157,3.2010845506861445,37654.0,1349.0,-353.0,-192.0,-246.0,551.5,-1121.0,-6.0,-121.0,187.85714285714286,August
2022-08-12,419,label,34198,3076,0,4,18,32,29,15,2,2022,8,12,4,Friday,32,224,3,False,False,False,Summer,Summer Break,False,217,False,,False,,35987,-1789,-4.971239614305166,37301.0,1157.0,-3103.0,-2946.0,1349.0,1253.0,-246.0,753.3333333333334,184.0,370.42857142857144,August
2022-08-13,420,hunky,35276,3185,0,1,11,33,25,22,7,2022,8,13,5,Saturday,32,225,3,True,False,False,Summer,Summer Break,False,218,False,,False,,35833,-557,-1.554433064493623,34198.0,-1789.0,1078.0,1232.0,1157.0,-316.0,1349.0,239.0,1856.0,88.57142857142857,August
2022-08-14,421,khaki,31652,2968,0,2,17,33,28,16,4,2022,8,14,6,Sunday,32,226,3,True,False,False,Summer,Summer Break,False,219,False,,False,,35681,-4029,-11.29172388666237,35276.0,-557.0,-3624.0,-3472.0,-1789.0,-1173.0,1157.0,-396.3333333333333,-586.0,-256.14285714285717,August
2022-08-15,422,poker,35376,3180,0,4,17,30,27,17,5,2022,8,15,0,Monday,33,227,3,False,False,False,Summer,Summer Break,False,220,False,,False,,35532,-156,-0.4390408645727794,31652.0,-4029.0,3724.0,3873.0,-557.0,-2293.0,-1789.0,-2125.0,-1121.0,-748.0,August
2022-08-16,423,gruel,35105,3087,0,3,19,39,29,9,1,2022,8,16,1,Tuesday,33,228,3,False,False,False,Summer,Summer Break,False,221,False,,False,,35384,-279,-0.7884919737734568,35376.0,-156.0,-271.0,-123.0,-4029.0,-2092.5,-557.0,-1580.6666666666667,-246.0,-610.1428571428571,August
2022-08-17,424,twice,35815,3173,1,6,28,38,21,6,1,2022,8,17,2,Wednesday,33,229,3,False,False,False,Summer,Summer Break,False,222,False,,False,,35238,577,1.6374368579374539,35105.0,-279.0,710.0,856.0,-156.0,-217.5,-4029.0,-1488.0,1349.0,-614.8571428571429,August
2022-08-18,425,twang,34938,3172,0,3,22,43,25,7,1,2022,8,18,3,Thursday,33,230,3,False,False,False,Summer,Summer Break,False,223,False,,False,,35094,-156,-0.4445204308428792,35815.0,577.0,-877.0,-733.0,-279.0,149.0,-156.0,47.333333333333336,1157.0,-725.1428571428571,August
2022-08-19,426,shrug,33965,2987,0,4,23,36,26,10,1,2022,8,19,4,Friday,33,231,3,False,False,False,Summer,Summer Break,False,224,False,,False,,34949,-984,-2.8155312026095167,34938.0,-156.0,-973.0,-828.0,577.0,210.5,-279.0,47.333333333333336,-1789.0,-912.7142857142857,August
2022-08-20,427,treat,38245,3249,1,22,32,26,14,5,1,2022,8,20,5,Saturday,33,232,3,True,False,False,Summer,Summer Break,False,225,False,,False,,34806,3439,9.880480376946503,33965.0,-984.0,4280.0,4423.0,-156.0,-570.0,577.0,-187.66666666666666,-557.0,-797.7142857142857,August
2022-08-21,428,waste,35617,3186,1,7,19,27,24,17,5,2022,8,21,6,Sunday,33,233,3,True,False,False,Summer,Summer Break,False,226,False,,False,,34662,955,2.755178581732156,38245.0,3439.0,-2628.0,-2484.0,-984.0,1227.5,-156.0,766.3333333333334,-4029.0,-226.85714285714286,August
2022-08-22,429,merit,35888,3123,0,7,33,37,17,5,0,2022,8,22,0,Monday,34,234,3,False,False,False,Summer,Summer Break,False,227,False,,False,,34518,1370,3.9689437394982328,35617.0,955.0,271.0,415.0,3439.0,2197.0,-984.0,1136.6666666666667,-156.0,485.14285714285717,August
2022-08-23,430,woven,33549,2933,0,2,13,32,32,17,3,2022,8,23,1,Tuesday,34,235,3,False,False,False,Summer,Summer Break,False,228,False,,False,,34374,-825,-2.4000698202129516,35888.0,1370.0,-2339.0,-2195.0,955.0,1162.5,3439.0,1921.3333333333333,-279.0,703.1428571428571,August
2022-08-24,431,needy,33700,2927,0,2,21,41,26,9,1,2022,8,24,2,Wednesday,34,236,3,False,False,False,Summer,Summer Break,False,229,False,,False,,34230,-530,-1.5483494011101373,33549.0,-825.0,151.0,295.0,1370.0,272.5,955.0,500.0,577.0,625.1428571428571,August
2022-08-25,432,clown,36737,3175,1,8,29,36,20,6,1,2022,8,25,3,Thursday,34,237,3,False,False,False,Summer,Summer Break,False,230,False,,False,,34087,2650,7.774224777774519,33700.0,-530.0,3037.0,3180.0,-825.0,-677.5,1370.0,5.0,-156.0,467.0,August
2022-08-26,433,irony,34716,3046,0,6,29,34,21,8,1,2022,8,26,4,Friday,34,238,3,False,False,False,Summer,Summer Break,False,231,False,,False,,33943,773,2.2773473175617944,36737.0,2650.0,-2021.0,-1877.0,-530.0,1060.0,-825.0,431.6666666666667,-984.0,867.8571428571429,August
2022-08-27,434,ruder,31241,2784,0,2,16,33,29,16,4,2022,8,27,5,Saturday,34,239,3,True,False,False,Summer,Summer Break,False,232,False,,False,,33801,-2560,-7.573740421881009,34716.0,773.0,-3475.0,-3333.0,2650.0,1711.5,-530.0,964.3333333333334,3439.0,1118.857142857143,August
2022-08-28,435,gauze,30214,2866,0,2,11,24,31,25,8,2022,8,28,6,Sunday,34,240,3,True,False,False,Summer,Summer Break,False,233,False,,False,,33660,-3446,-10.23767082590612,31241.0,-2560.0,-1027.0,-886.0,773.0,-893.5,2650.0,287.6666666666667,955.0,261.85714285714283,August
2022-08-29,436,chief,34281,3072,1,6,32,38,18,5,0,2022,8,29,0,Monday,35,241,3,False,False,False,Summer,Summer Break,False,234,False,,False,,33521,760,2.2672354643357893,30214.0,-3446.0,4067.0,4206.0,-2560.0,-3003.0,773.0,-1744.3333333333333,1370.0,-366.85714285714283,August
2022-08-30,437,onset,33660,3009,0,4,29,40,21,6,1,2022,8,30,1,Tuesday,35,242,3,False,False,False,Summer,Summer Break,False,235,False,,False,,33386,274,0.8207032888036903,34281.0,760.0,-621.0,-486.0,-3446.0,-1343.0,-2560.0,-1748.6666666666667,-825.0,-454.0,August
2022-08-31,438,prize,35343,3166,0,5,12,20,32,26,5,2022,8,31,2,Wednesday,35,243,3,False,False,True,Summer,Summer Break,False,236,False,,False,,33254,2089,6.281951043483492,33660.0,274.0,1683.0,1815.0,760.0,517.0,-3446.0,-804.0,-530.0,-297.0,August
2022-09-01,439,fungi,31903,2928,0,2,18,41,28,9,1,2022,9,1,3,Thursday,35,244,3,False,True,False,Fall,Fall Semester,True,237,False,,False,,33126,-1223,-3.691964016180643,35343.0,2089.0,-3440.0,-3312.0,274.0,1181.5,760.0,1041.0,2650.0,77.14285714285714,September
2022-09-02,440,charm,35724,3149,1,12,32,34,16,5,1,2022,9,2,4,Friday,35,245,3,False,False,False,Fall,Fall Semester,True,238,False,,False,,33004,2720,8.241425281784027,31903.0,-1223.0,3821.0,3943.0,2089.0,433.0,274.0,380.0,773.0,-476.14285714285717,September
2022-09-03,441,gully,31191,2877,0,1,9,27,31,25,7,2022,9,3,5,Saturday,35,246,3,True,False,False,Fall,Fall Semester,False,239,False,,False,-2.0,32889,-1698,-5.1628203958770404,35724.0,2720.0,-4533.0,-4418.0,-1223.0,748.5,2089.0,1195.3333333333333,-2560.0,-198.0,September
2022-09-04,442,inter,32018,2889,0,6,25,36,23,8,1,2022,9,4,6,Sunday,35,247,3,True,False,False,Fall,Fall Semester,False,240,False,,False,-1.0,32779,-761,-2.321608346807407,31191.0,-1698.0,827.0,937.0,2720.0,511.0,-1223.0,-67.0,-3446.0,-74.85714285714286,September
2022-09-05,443,whoop,32733,2970,0,1,16,47,29,7,1,2022,9,5,0,Monday,36,248,3,False,False,False,Fall,Fall Semester,True,241,True,Labor Day,False,0.0,32678,55,0.16830895403635474,32018.0,-761.0,715.0,816.0,-1698.0,-1229.5,2720.0,87.0,760.0,308.7142857142857,September
2022-09-06,444,taunt,32734,3022,0,4,19,27,21,16,13,2022,9,6,1,Tuesday,36,249,3,False,False,False,Fall,Fall Semester,True,242,False,,False,1.0,32584,150,0.46034863736803333,32733.0,55.0,1.0,95.0,-761.0,-353.0,-1698.0,-801.3333333333334,274.0,208.0,September
2022-09-07,445,leery,30992,2873,0,3,17,37,28,12,2,2022,9,7,2,Wednesday,36,250,3,False,False,False,Fall,Fall Semester,True,243,False,,False,2.0,32497,-1505,-4.631196725851617,32734.0,150.0,-1742.0,-1655.0,55.0,102.5,-761.0,-185.33333333333334,2089.0,190.28571428571428,September
2022-09-08,446,class,31962,3001,0,4,21,32,22,13,7,2022,9,8,3,Thursday,36,251,3,False,False,False,Fall,Fall Semester,True,244,False,,False,,32419,-457,-1.409667170486443,30992.0,-1505.0,970.0,1048.0,150.0,-677.5,55.0,-433.3333333333333,-1223.0,-323.14285714285717,September
2022-09-09,447,theme,32172,2909,0,8,29,40,18,4,0,2022,9,9,4,Friday,36,252,3,False,False,False,Fall,Fall Semester,True,245,False,,False,,32347,-175,-0.5410084397316598,31962.0,-457.0,210.0,282.0,-1505.0,-981.0,150.0,-604.0,2720.0,-213.71428571428572,September
2022-09-10,448,lofty,29237,2777,0,4,19,34,27,13,3,2022,9,10,5,Saturday,36,253,3,True,False,False,Fall,Fall Semester,False,246,False,,False,,32282,-3045,-9.432501084195527,32172.0,-175.0,-2935.0,-2870.0,-457.0,-316.0,-1505.0,-712.3333333333334,-1698.0,-627.2857142857143,September
2022-09-11,449,tibia,27887,2675,0,1,14,40,30,12,2,2022,9,11,6,Sunday,36,254,3,True,False,False,Fall,Fall Semester,False,247,False,,False,,32223,-4336,-13.456226918660585,29237.0,-3045.0,-1350.0,-1291.0,-175.0,-1610.0,-457.0,-1225.6666666666667,-761.0,-819.7142857142857,September
2022-09-12,450,booze,29147,2883,0,1,7,27,38,23,4,2022,9,12,0,Monday,37,255,3,False,False,False,Fall,Fall Semester,True,248,False,,False,,32169,-3022,-9.394137212844663,27887.0,-4336.0,1260.0,1314.0,-3045.0,-3690.5,-175.0,-2518.6666666666665,55.0,-1330.4285714285713,September
2022-09-13,451,alpha,29497,2706,0,3,19,40,28,9,1,2022,9,13,1,Tuesday,37,256,3,False,False,False,Fall,Fall Semester,True,249,False,,False,,32118,-2621,-8.160533034435518,29147.0,-3022.0,350.0,401.0,-4336.0,-3679.0,-3045.0,-3467.6666666666665,150.0,-1770.0,September
2022-09-14,452,thyme,32142,2938,1,5,24,41,23,5,0,2022,9,14,2,Wednesday,37,257,3,False,False,False,Fall,Fall Semester,True,250,False,,False,,32070,72,0.22450888681010292,29497.0,-2621.0,2645.0,2693.0,-3022.0,-2821.5,-4336.0,-3326.3333333333335,-1505.0,-2165.8571428571427,September
2022-09-15,453,doubt,33344,3011,1,12,32,34,16,4,0,2022,9,15,3,Thursday,37,258,3,False,False,False,Fall,Fall Semester,True,251,False,,False,,32023,1321,4.125160041220373,32142.0,72.0,1202.0,1249.0,-2621.0,-1274.5,-3022.0,-1857.0,-457.0,-1940.5714285714287,September
2022-09-16,454,parer,37309,4130,0,0,4,11,15,22,48,2022,9,16,4,Friday,37,259,3,False,False,False,Fall,Fall Semester,True,252,False,,False,,31975,5334,16.6817826426896,33344.0,1321.0,3965.0,4013.0,72.0,696.5,-2621.0,-409.3333333333333,-175.0,-1686.5714285714287,September
2022-09-17,455,chute,33418,3073,0,11,37,36,12,3,0,2022,9,17,5,Saturday,37,260,3,True,False,False,Fall,Fall Semester,False,253,False,,False,,31925,1493,4.676585747846515,37309.0,5334.0,-3891.0,-3841.0,1321.0,3327.5,72.0,2242.3333333333335,-3045.0,-899.5714285714286,September
2022-09-18,456,stick,33102,3038,1,9,36,35,14,4,0,2022,9,18,6,Sunday,37,261,3,True,False,False,Fall,Fall Semester,False,254,False,,False,,31872,1230,3.8591867469879517,33418.0,1493.0,-316.0,-263.0,5334.0,3413.5,1321.0,2716.0,-4336.0,-251.28571428571428,September
2022-09-19,457,trice,35050,3430,0,5,24,25,18,17,11,2022,9,19,0,Monday,38,262,3,False,False,False,Fall,Fall Semester,True,255,False,,False,,31815,3235,10.168159673110168,33102.0,1230.0,1948.0,2005.0,1493.0,1361.5,5334.0,2685.6666666666665,-3022.0,543.8571428571429,September
2022-09-20,458,alike,31277,2843,0,6,20,33,27,12,2,2022,9,20,1,Tuesday,38,263,3,False,False,False,Fall,Fall Semester,True,256,False,,False,,31752,-475,-1.49596875787352,35050.0,3235.0,-3773.0,-3710.0,1230.0,2232.5,1493.0,1986.0,-2621.0,1437.7142857142858,September
2022-09-21,459,recap,31976,2900,0,5,30,35,21,8,1,2022,9,21,2,Wednesday,38,264,3,False,False,False,Fall,Fall Semester,True,257,False,,False,,31684,292,0.9216008079787905,31277.0,-475.0,699.0,767.0,3235.0,1380.0,1230.0,1330.0,72.0,1744.2857142857142,September
2022-09-22,460,saint,34455,3119,1,14,35,29,15,5,1,2022,9,22,3,Thursday,38,265,3,False,False,False,Fall,Fall Semester,True,258,False,,False,,31608,2847,9.007213363705391,31976.0,292.0,2479.0,2555.0,-475.0,-91.5,3235.0,1017.3333333333334,1321.0,1775.7142857142858,September
2022-09-23,461,glory,31509,2893,0,6,30,39,19,5,0,2022,9,23,4,Friday,38,266,3,False,False,False,Fall,Fall Semester,True,259,False,,False,,31527,-18,-0.05709391949757351,34455.0,2847.0,-2946.0,-2865.0,292.0,1569.5,-475.0,888.0,5334.0,1993.7142857142858,September
2022-09-24,462,grate,32777,3077,1,14,29,28,16,8,3,2022,9,24,5,Saturday,38,267,3,True,False,False,Fall,Fall Semester,False,260,False,,False,,31438,1339,4.25917679241682,31509.0,-18.0,1268.0,1357.0,2847.0,1414.5,292.0,1040.3333333333333,1493.0,1229.142857142857,September
2022-09-25,463,admit,28994,2677,0,10,25,34,22,8,1,2022,9,25,6,Sunday,38,268,3,True,False,False,Fall,Fall Semester,False,261,False,,False,,31342,-2348,-7.491544891838428,32777.0,1339.0,-3783.0,-3687.0,-18.0,660.5,2847.0,1389.3333333333333,1230.0,1207.142857142857,September
2022-09-26,464,brisk,31706,2884,0,5,23,38,24,7,1,2022,9,26,0,Monday,39,269,3,False,False,False,Fall,Fall Semester,True,262,False,,False,,31241,465,1.4884286674562275,28994.0,-2348.0,2712.0,2813.0,1339.0,-504.5,-18.0,-342.3333333333333,3235.0,696.0,September
